n,k,count
61,10,5
66,50,4
151,67,37
53,21,3
145,40,27
18,18,104
108,70,12
105,72,6
105,30,11
71,13,12
143,75,20
75,8,4
148,100,28
151,133,44
85,26,6
80,18,8
81,78,39
75,72,41
138,77,33
138,68,12
80,61,2
147,121,31
148,38,35
139,48,16
124,30,12
136,60,21
146,73,29
97,67,4
133,85,18
113,105,23
94,5,30
94,7,11
95,86,8
96,10,5
97,6,13
99,12,13
100,87,13
94,87,19
93,85,11
152,77,41
98,8,9
147,87,28
146,84,31
146,62,25
92,87,16
119,102,15
126,120,47
103,7,22
93,2,49
99,80,9
107,58,10
151,101,34
145,39,29
140,38,26
149,120,30
138,90,23
92,69,8
82,2,41
112,8,22
118,5,33
125,110,21
118,60,10
169,57,33
129,78,16
120,13,14
96,84,17
96,83,8
110,9,18
146,96,20
113,56,14
122,17,19
106,13,25
90,72,11
97,3,43
90,73,13
146,10,36
155,31,58
156,38,76
150,88,48
95,25,12
77,18,6
138,49,15
136,86,24
122,83,14
109,57,11
86,71,11
96,36,7
90,37,6
135,54,17
156,24,57
119,14,14
124,80,9
154,52,86
169,60,30
116,18,7
116,97,13
151,102,30
109,8,22
54,35,2
47,4,8
41,37,3
39,35,3
63,16,6
62,46,4
65,43,5
58,12,8
102,34,10
174,32,45
76,4,22
112,24,12
121,33,10
145,56,28
111,60,9
104,37,5
101,51,8
115,9,21
72,31,8
145,38,30
146,59,38
151,85,55
120,21,13
118,25,10
108,99,15
98,89,12
121,25,17
122,19,13
121,100,13
110,95,15
153,42,59
133,58,16
156,57,92
130,69,16
146,46,16
150,36,39
170,108,21
169,97,31
139,57,17
145,64,30
132,62,16
143,81,25
105,68,7
119,61,16
30,1,19
49,26,8
144,63,22
120,84,11
118,50,10
89,79,12
144,28,28
115,53,19
142,83,20
118,56,12
118,17,18
137,38,21
128,112,11
124,108,21
128,117,18
124,104,20
98,63,8
94,30,7
102,61,7
106,15,14
142,12,25
139,23,27
130,35,22
73,38,5
163,130,157
142,32,29
119,111,20
108,14,14
117,108,25
114,96,14
105,46,7
95,83,16
129,96,13
141,116,26
75,60,9
102,28,13
114,26,18
86,5,16
76,62,8
91,4,29
144,91,31
101,13,10
110,74,6
70,7,13
86,4,30
81,24,4
124,39,19
86,70,7
109,45,9
147,59,33
87,65,11
120,109,21
148,61,25
125,67,16
102,82,8
178,156,24
119,10,17
129,100,12
114,106,18
89,57,9
135,127,49
127,88,14
64,60,18
156,9,94
82,38,6
66,29,6
105,95,14
67,45,12
121,77,14
146,81,25
140,44,13
78,60,4
95,81,16
140,125,16
148,111,38
147,139,46
98,91,13
132,118,17
145,132,21
147,134,21
123,34,5
120,31,12
116,54,8
148,110,41
84,17,6
155,108,70
66,3,24
61,48,7
115,35,10
112,65,8
152,20,48
96,59,6
113,63,7
139,116,22
114,62,13
113,33,7
102,60,9
118,58,12
119,68,9
135,47,16
146,57,29
148,48,33
137,106,22
146,99,18
149,116,35
148,113,31
151,41,36
136,82,18
79,38,7
136,100,10
178,107,1
152,102,42
149,60,30
61,39,9
145,136,57
122,58,17
134,7,40
138,79,23
136,7,42
148,56,28
150,59,40
104,6,30
148,121,41
143,25,27
143,66,28
133,40,13
123,98,14
122,69,16
118,36,11
133,25,18
130,70,14
137,126,26
137,54,17
102,89,16
99,8,14
149,135,26
112,64,10
84,6,12
119,67,14
174,61,4
115,29,9
146,76,35
86,69,9
92,18,10
148,104,31
150,75,35
145,125,33
145,29,21
70,55,8
95,18,6
149,67,30
157,14,44
147,12,34
152,132,47
79,44,7
154,123,47
59,22,3
59,26,6
146,75,23
106,57,10
108,71,11
32,25,4
105,83,12
107,16,10
67,57,7
64,40,8
69,61,7
69,66,26
69,45,4
70,5,11
143,112,26
146,51,26
153,23,44
136,5,58
90,43,8
106,44,14
112,105,21
16,0,381
101,56,5
96,35,8
35,19,1
153,127,49
47,14,2
17,0,603
52,1,44
101,17,14
155,35,49
174,37,22
172,56,15
120,55,11
142,92,22
69,50,9
169,63,35
148,51,29
151,25,45
146,126,38
132,103,17
174,29,57
97,26,9
100,15,10
94,29,12
98,29,8
77,28,5
75,63,9
92,74,12
98,76,11
107,3,69
103,23,14
100,75,10
106,89,10
104,87,16
99,88,14
99,42,5
105,22,8
106,95,7
96,11,16
93,82,11
134,119,17
107,37,13
24,6,2
17,17,108
16,16,55
18,17,4
17,16,3
14,14,29
15,15,53
18,1,4
37,19,3
171,69,10
66,33,6
79,32,6
132,55,20
97,35,9
135,107,25
58,34,7
37,9,4
49,29,4
48,16,3
13,13,4
12,12,15
48,14,8
48,24,7
46,7,7
82,73,10
28,15,3
121,97,10
47,17,2
34,15,1
56,10,8
116,58,3
105,31,9
31,16,4
79,12,7
142,76,18
155,90,100
140,25,33
115,86,13
118,91,12
107,61,6
132,88,18
99,4,36
103,9,12
144,97,28
170,71,13
136,48,22
168,86,41
134,19,21
181,24,2
170,126,79
130,108,19
99,25,10
152,119,37
143,12,28
117,34,12
100,6,18
156,26,60
127,94,12
92,4,39
98,15,9
96,87,4
153,67,62
133,80,20
83,40,5
59,9,5
132,68,14
171,106,11
131,123,37
59,53,6
144,112,29
153,133,50
170,77,17
105,50,13
138,62,14
112,69,13
120,40,11
143,103,26
78,11,13
115,19,6
93,68,7
134,86,10
131,67,14
136,33,17
116,42,13
134,108,21
106,29,11
154,108,82
82,53,12
138,21,31
140,20,18
140,21,21
120,67,15
122,67,12
147,5,85
117,113,63
148,99,20
97,31,11
143,43,23
146,27,26
182,170,7
107,100,19
102,19,12
117,9,18
143,113,15
65,48,7
168,98,43
179,154,11
116,100,20
134,91,8
82,15,8
108,50,14
105,23,6
120,33,13
66,1,61
113,25,12
62,30,4
132,125,31
155,9,90
132,117,18
131,79,10
121,37,10
138,74,17
148,74,42
180,164,17
171,105,9
170,104,25
170,107,20
151,109,36
149,46,36
150,132,40
152,133,58
151,30,46
128,41,11
138,109,19
150,16,32
141,98,26
87,9,13
180,17,13
130,61,14
128,74,13
128,38,16
62,45,9
58,13,7
116,75,13
144,14,24
78,50,7
57,12,3
179,143,3
127,48,20
125,39,17
125,91,13
64,10,8
126,52,16
83,14,12
169,119,65
46,8,8
141,102,17
151,62,40
123,19,17
138,105,28
154,94,78
131,37,14
181,141,3
110,83,12
152,46,48
105,102,64
138,58,18
141,113,24
100,57,10
153,76,64
133,20,15
107,50,11
135,87,23
133,96,13
130,82,14
126,45,15
155,120,56
91,46,6
60,58,20
89,42,8
89,43,6
88,45,9
87,44,7
90,87,43
56,53,28
83,49,8
85,35,4
82,47,5
93,48,7
40,2,16
40,39,48
88,36,7
80,34,9
106,5,39
112,97,17
139,117,23
141,112,21
117,27,9
123,54,8
89,24,6
101,14,11
169,77,26
73,1,87
154,60,65
138,100,25
130,64,15
131,10,16
95,92,62
108,87,10
62,7,3
179,41,1
136,20,34
102,12,9
133,21,21
180,36,2
117,92,14
117,107,11
119,9,20
103,72,8
115,110,34
105,97,17
107,9,14
101,61,7
114,10,13
167,85,46
135,38,18
154,56,55
104,74,12
127,24,20
149,99,34
122,87,16
151,82,52
61,58,23
149,90,36
82,75,9
133,38,10
101,33,10
97,55,9
96,40,9
139,88,23
96,51,7
69,54,3
56,50,4
78,31,10
116,111,48
171,113,20
119,3,84
169,61,41
147,49,17
174,131,11
135,88,14
143,137,70
149,12,41
111,6,28
144,105,29
110,15,15
148,37,36
114,72,14
82,72,11
87,73,11
125,117,28
131,113,24
114,23,13
172,103,7
148,81,41
149,66,34
152,129,52
144,82,21
151,125,42
78,75,42
180,162,10
129,28,13
159,100,143
89,78,11
91,88,40
153,59,55
170,109,20
171,79,9
168,75,34
130,31,24
121,87,15
178,150,8
55,31,3
175,36,10
131,14,22
143,118,24
111,22,10
101,24,10
109,103,26
57,2,24
54,23,12
51,12,4
92,5,21
93,66,9
94,69,6
146,56,24
78,19,6
128,66,16
84,49,5
145,11,42
145,44,20
114,109,46
130,120,27
104,7,12
104,8,15
120,104,14
125,8,37
119,94,16
118,94,24
121,24,12
111,89,10
119,107,16
113,81,8
176,51,4
154,121,65
124,75,14
149,49,33
170,58,21
124,28,18
116,69,14
103,52,8
149,47,36
149,43,35
146,45,19
87,57,13
94,38,8
152,123,43
142,79,16
145,129,35
151,127,41
144,44,19
158,134,77
154,147,78
155,67,87
130,105,19
151,56,43
154,25,54
153,25,56
171,125,42
123,10,16
129,67,17
140,17,21
70,57,5
88,76,17
169,96,23
151,136,30
152,138,42
74,22,10
69,16,5
72,22,5
73,51,7
84,63,11
68,12,8
92,20,9
109,13,27
111,14,12
73,17,8
63,55,11
100,30,13
81,9,10
108,83,10
142,55,13
138,89,19
93,5,17
131,75,14
146,128,38
125,74,17
137,97,19
133,57,15
170,110,29
111,79,13
171,61,12
175,30,27
124,103,15
37,32,4
67,34,8
143,110,24
132,26,20
120,71,18
151,16,29
90,74,10
84,66,8
46,22,7
142,22,29
34,22,1
33,29,10
34,29,11
29,24,6
29,25,4
27,23,9
38,30,3
36,8,3
34,19,2
36,15,5
37,6,6
81,60,5
80,26,12
60,42,5
51,37,4
144,135,49
119,18,15
147,48,29
107,12,12
168,76,42
168,90,40
149,96,38
138,88,16
111,97,24
113,15,12
114,98,21
116,15,18
115,97,20
120,11,13
118,107,15
117,106,10
123,118,53
79,69,21
120,110,20
83,16,5
176,140,11
176,35,19
98,53,10
125,24,19
122,95,13
126,96,17
92,58,12
145,62,21
171,81,8
114,52,13
136,122,23
173,125,10
142,34,24
130,21,19
72,41,10
175,32,30
176,28,34
42,35,3
45,41,7
42,7,5
121,60,12
113,3,73
101,59,5
107,60,11
110,45,13
174,120,4
183,177,16
104,64,9
105,33,13
117,5,37
124,10,18
110,79,8
45,8,10
47,38,12
99,91,16
103,88,16
105,15,14
173,65,5
170,81,16
170,84,8
172,94,8
82,71,13
140,80,23
148,59,29
150,57,23
129,85,16
120,101,21
174,58,4
108,102,28
168,80,30
173,43,21
157,70,110
121,109,16
122,88,13
135,46,20
131,95,15
121,16,17
175,128,4
147,56,22
147,54,29
148,50,35
140,50,16
137,50,20
127,115,16
126,20,19
141,9,44
175,31,46
129,113,25
178,33,4
178,145,3
177,145,10
175,33,17
178,35,6
178,38,2
178,143,3
175,34,23
104,94,12
144,133,33
130,11,28
129,108,10
135,119,23
116,9,15
134,96,13
143,91,19
131,70,12
134,57,11
137,84,23
28,22,4
172,58,10
137,125,23
47,19,1
69,57,9
153,99,49
154,102,64
179,20,17
105,43,10
103,61,8
103,60,9
107,45,12
112,101,15
106,46,15
173,122,13
95,71,9
138,40,26
118,92,15
56,8,4
65,10,12
141,50,24
149,35,31
110,21,18
65,58,8
141,131,36
109,101,13
106,14,10
76,71,17
84,52,13
112,2,71
120,102,16
76,44,4
60,5,8
76,8,10
79,52,7
83,50,5
83,35,8
108,19,8
170,117,41
153,77,74
103,56,4
128,32,16
179,160,12
94,46,8
94,47,17
95,48,9
66,18,9
153,134,42
178,68,1
138,67,20
88,64,9
115,46,15
123,116,27
105,13,14
115,31,14
140,7,46
143,20,34
169,74,23
171,76,5
42,38,4
136,61,21
125,104,16
111,44,14
62,58,14
87,80,11
126,98,15
151,79,56
133,88,12
131,34,12
139,87,26
104,45,6
139,49,9
148,116,28
125,28,9
125,97,14
107,103,48
103,65,5
109,7,18
157,101,108
142,126,27
146,28,28
144,93,28
154,15,31
173,108,3
170,93,15
80,37,7
85,21,6
107,23,12
84,7,11
151,45,47
151,95,37
58,30,4
133,46,17
89,82,15
94,44,3
118,6,38
107,79,11
139,47,13
141,95,23
174,47,5
172,51,19
172,52,16
120,50,12
122,59,14
130,51,13
93,13,12
102,52,5
131,43,12
140,116,18
151,121,40
124,40,11
125,42,11
129,16,22
130,12,14
102,10,8
115,75,11
76,53,7
51,42,9
61,52,11
72,62,15
71,12,11
73,11,14
96,58,12
103,17,11
102,54,13
47,10,9
75,56,7
106,64,10
149,56,34
125,99,6
129,98,18
127,33,10
158,41,102
132,57,19
109,62,13
178,27,11
82,79,38
123,38,21
115,40,10
92,45,10
153,109,50
73,48,5
72,47,10
62,49,3
62,14,4
125,59,13
121,21,15
69,43,10
109,21,7
110,42,6
107,66,16
106,34,7
141,38,18
131,21,25
174,72,2
170,62,14
115,66,13
66,30,5
97,85,12
137,79,24
136,102,20
150,25,34
136,62,11
104,83,14
138,127,33
101,9,5
72,21,4
135,98,14
37,26,8
61,24,9
102,62,12
178,24,24
35,7,1
39,37,18
79,27,9
92,36,10
177,39,8
175,39,12
128,78,13
115,42,10
111,104,15
148,45,32
176,119,2
170,61,22
145,111,23
89,31,11
90,32,6
144,109,25
114,77,7
130,106,15
99,87,13
114,85,14
114,55,11
146,133,26
95,88,12
104,95,8
99,9,12
99,6,18
111,101,12
152,98,56
145,71,20
147,135,31
139,107,21
104,89,16
90,84,17
91,84,14
40,29,5
36,28,6
147,122,25
145,86,26
166,70,94
106,61,10
115,82,16
138,13,17
143,123,23
116,43,13
69,22,9
143,52,24
173,114,7
122,90,13
120,56,11
126,67,14
128,64,15
111,46,12
90,12,12
141,96,21
93,73,8
140,28,23
128,35,11
169,69,28
89,83,14
96,46,3
60,16,2
141,29,28
61,12,6
135,82,16
136,83,17
141,28,16
74,5,11
77,73,14
73,52,9
105,4,41
101,58,11
98,50,8
99,60,8
103,63,7
76,73,30
146,117,33
169,71,20
61,38,11
144,117,27
118,76,14
122,15,10
151,123,38
81,61,7
105,5,33
101,72,13
124,83,10
114,5,29
147,21,40
30,22,5
41,5,12
38,10,4
136,21,19
51,43,11
37,11,4
71,61,9
57,9,8
105,53,6
62,15,6
173,89,1
173,118,8
78,8,10
135,106,21
143,29,20
68,25,8
89,27,8
105,78,11
106,79,14
110,41,7
145,68,17
149,104,32
149,59,33
154,101,73
128,114,21
146,53,28
148,68,40
139,83,20
138,87,16
79,60,5
117,56,12
68,6,6
69,59,7
62,56,6
63,24,3
69,31,5
86,33,5
59,34,2
73,15,7
85,43,7
76,39,8
77,25,7
75,42,7
31,30,26
19,18,4
49,6,5
52,16,6
59,52,8
31,18,1
31,25,3
24,21,2
31,12,3
41,19,1
49,45,10
128,109,16
69,3,30
137,56,16
52,11,1
117,102,19
132,90,10
154,140,38
108,69,11
155,17,51
177,132,4
121,69,11
172,47,21
104,96,11
105,34,8
144,102,27
174,57,3
140,9,37
124,113,17
182,12,6
169,54,40
117,65,12
135,48,16
91,21,9
96,15,12
91,45,5
180,34,1
141,35,23
148,120,29
146,114,22
107,57,9
105,64,12
154,59,78
95,24,7
174,118,5
126,63,15
117,38,11
115,77,13
121,74,14
117,77,13
170,82,12
128,94,7
125,83,23
80,63,8
87,15,5
112,48,14
72,34,5
99,27,7
73,43,5
73,25,10
67,41,4
64,17,6
54,44,4
149,117,25
151,33,41
121,58,13
111,24,15
117,8,19
124,95,11
170,79,10
87,60,5
93,17,6
135,7,52
126,91,19
83,56,7
171,78,7
78,28,4
65,24,8
44,24,2
75,61,8
49,2,17
139,18,28
148,25,30
169,55,32
178,148,6
179,18,21
67,64,22
68,62,8
71,11,7
138,75,20
73,35,5
170,69,15
172,86,4
175,122,5
169,79,16
174,125,9
174,90,4
175,146,51
153,121,49
99,55,7
102,50,13
150,93,41
132,108,22
56,27,4
55,26,3
126,22,16
125,62,12
104,84,12
110,97,23
96,70,9
97,78,6
104,46,7
56,31,8
55,33,8
107,84,13
111,50,8
92,51,7
91,16,13
136,117,19
99,61,15
104,53,7
41,2,13
39,5,6
37,34,3
31,4,2
32,31,33
41,33,9
79,40,7
139,24,25
64,18,5
145,26,27
64,33,7
73,47,7
75,27,6
73,29,5
60,38,6
121,22,14
55,23,3
99,50,11
141,37,21
142,80,19
140,35,32
177,25,24
177,151,22
88,62,7
91,11,12
93,24,3
140,88,25
99,49,8
92,62,10
178,34,2
71,44,6
80,48,12
139,42,19
61,42,6
87,27,6
141,32,20
58,36,3
46,17,5
81,44,6
82,51,8
56,30,2
78,41,5
64,14,7
61,8,10
151,63,40
132,33,18
124,13,9
112,98,16
138,120,23
117,7,25
179,121,3
123,107,17
139,91,25
141,84,25
176,147,20
136,85,17
175,40,10
115,18,14
140,94,20
174,128,14
148,85,31
171,89,7
172,81,6
73,19,4
140,46,11
72,54,4
89,25,7
71,6,8
72,11,8
90,75,8
148,79,30
136,54,22
66,53,5
82,12,6
83,70,11
80,50,6
141,19,33
141,22,23
143,51,30
138,53,27
173,52,6
126,81,17
127,83,19
132,91,13
128,59,11
118,59,10
113,38,9
103,13,14
99,81,13
87,64,9
110,47,13
127,74,16
152,59,48
176,142,6
112,54,13
112,15,22
112,28,7
140,14,15
87,24,12
181,170,20
171,99,8
76,36,5
55,3,18
115,80,16
115,36,16
135,66,18
76,29,5
55,19,5
54,10,7
146,29,27
96,62,8
76,40,3
176,141,5
139,32,20
120,74,13
171,122,33
90,58,11
168,89,30
64,12,3
136,106,19
123,92,21
112,77,11
101,63,14
98,38,10
92,54,8
180,16,14
61,47,8
74,68,9
132,122,23
137,124,19
93,46,5
115,106,22
92,56,4
145,12,29
100,55,5
109,81,10
107,47,11
121,106,14
140,27,21
110,88,12
133,10,17
111,103,25
116,102,16
101,10,11
94,8,13
79,2,47
93,81,19
134,65,14
139,113,18
139,50,17
80,62,11
116,50,11
71,2,35
73,70,19
77,68,8
172,59,6
128,10,30
118,75,11
124,25,13
171,97,8
144,54,22
93,35,7
102,87,14
118,23,17
130,97,20
102,39,6
99,90,9
98,68,9
103,12,17
98,66,4
93,57,5
138,99,10
143,124,32
83,60,14
140,57,19
137,58,21
150,9,48
107,92,21
106,18,6
103,86,15
150,73,52
137,40,19
168,96,35
144,50,17
173,106,5
146,49,26
147,93,31
152,23,38
144,124,28
134,46,20
146,108,27
187,186,1
137,117,30
180,155,3
153,113,69
152,13,36
134,41,22
126,30,11
126,31,11
147,13,24
135,121,19
128,27,10
131,15,23
128,21,24
140,131,27
145,46,24
97,91,21
122,21,13
149,63,37
139,39,22
140,98,23
82,6,17
127,71,12
104,71,7
93,25,11
80,6,11
94,12,9
68,3,28
72,8,10
74,65,14
76,13,7
145,59,24
76,14,10
71,58,7
136,65,20
73,67,7
60,50,12
49,1,49
45,5,3
129,29,14
41,29,4
86,37,2
104,22,12
101,80,11
118,16,15
47,43,10
69,21,4
121,43,19
53,33,6
110,62,12
120,37,6
112,91,6
114,47,7
114,93,20
114,21,11
111,17,12
111,59,11
113,54,13
114,67,9
109,65,8
84,40,8
107,49,7
58,6,4
153,105,53
153,103,63
143,84,17
110,53,12
81,70,7
136,80,23
132,78,17
126,75,15
129,37,12
127,38,15
127,43,16
151,65,37
173,94,2
172,89,5
172,95,5
171,88,6
119,99,15
120,99,16
144,98,20
94,77,7
129,124,66
145,128,30
181,18,1
134,126,38
108,6,20
151,11,45
121,76,15
137,73,18
171,114,21
79,51,8
86,61,6
84,59,9
76,25,6
76,26,7
89,38,7
75,39,2
65,45,5
56,24,4
50,34,6
135,93,10
104,13,11
94,72,10
171,67,13
140,10,22
118,14,13
114,88,20
124,97,10
122,96,17
125,101,13
125,21,19
138,28,25
139,38,21
135,10,24
136,37,16
96,18,6
96,6,20
94,76,15
127,114,19
111,11,10
111,27,13
107,86,11
138,32,20
151,122,48
139,96,17
138,129,49
140,130,37
144,13,17
151,105,46
125,66,12
138,56,16
154,138,44
82,58,9
148,47,26
127,62,10
88,14,7
134,84,15
147,73,28
141,59,17
135,125,28
127,21,22
141,67,21
137,122,18
128,16,22
135,20,23
136,109,18
133,70,17
124,62,12
132,34,9
133,121,5
135,85,16
126,48,20
177,124,3
172,48,24
122,98,9
98,64,6
98,33,6
89,62,4
94,27,13
177,138,2
117,98,14
119,93,10
129,48,15
130,98,14
109,92,12
98,88,13
101,91,9
104,98,30
120,103,17
142,87,20
90,77,12
90,78,7
73,32,4
99,79,12
101,84,10
144,107,33
135,67,20
147,57,30
75,4,31
71,4,32
131,74,20
135,128,33
130,74,10
117,95,16
129,32,13
122,55,10
125,64,8
116,98,13
151,114,46
124,73,9
77,4,18
72,14,7
72,55,7
80,35,11
138,121,38
130,101,10
135,19,26
124,42,13
111,85,12
70,46,5
70,38,4
135,17,27
137,39,26
142,104,18
101,45,6
95,64,11
133,119,16
114,36,7
149,54,40
171,49,32
171,59,13
176,128,1
141,89,21
125,22,15
182,11,12
61,56,6
49,46,11
178,137,4
182,17,3
42,6,11
124,74,13
124,57,11
127,53,12
111,29,12
117,86,10
97,7,13
169,102,26
144,81,29
145,63,33
150,102,28
168,83,26
79,43,10
88,29,5
41,15,3
43,29,3
65,36,4
151,99,49
111,53,9
41,8,10
103,40,12
114,80,10
83,27,10
93,72,5
68,40,7
59,42,10
60,43,7
137,108,17
77,8,9
84,19,3
174,112,7
151,53,38
86,54,12
85,42,12
86,9,7
91,73,5
103,37,7
104,18,10
103,85,12
144,57,25
171,110,10
148,54,39
94,62,7
104,63,6
150,100,31
68,5,10
71,64,7
60,11,6
134,59,12
119,83,7
93,42,9
145,41,30
174,50,3
63,8,9
101,83,15
170,73,15
174,77,2
129,74,17
111,65,15
134,69,19
140,69,20
175,44,6
175,134,7
145,21,27
122,40,18
95,33,9
78,73,11
118,88,12
142,21,29
115,89,10
147,22,27
146,136,37
151,26,41
182,8,26
183,9,3
146,12,21
85,64,7
128,37,8
32,10,2
142,40,20
84,51,6
37,8,4
29,22,1
37,25,3
112,23,8
88,46,4
180,24,4
94,28,9
170,90,17
167,79,52
111,81,3
108,84,7
85,57,9
112,79,9
145,100,30
63,50,3
65,13,7
84,73,13
151,112,52
89,12,10
102,73,6
177,131,1
152,12,37
153,135,46
133,59,26
97,65,7
106,69,13
141,56,31
171,84,3
181,23,5
101,68,9
147,60,24
97,87,7
134,94,16
169,86,22
97,44,11
149,65,44
169,82,20
170,76,13
93,50,10
132,16,26
104,81,8
128,9,28
23,10,1
142,90,23
141,110,29
169,78,22
135,28,11
174,88,2
118,38,10
122,26,15
130,91,17
130,92,14
133,17,22
55,34,5
133,87,22
124,70,16
95,68,10
95,40,7
73,46,3
116,72,4
118,47,15
121,73,16
146,110,23
125,98,13
124,12,20
126,58,20
134,87,11
109,19,10
172,50,23
141,87,29
141,23,19
98,79,7
95,17,13
179,159,9
178,29,6
177,27,22
90,79,9
95,53,7
67,23,6
181,162,2
92,83,7
118,45,17
144,41,28
172,75,3
124,23,16
51,50,44
139,71,15
91,54,8
181,14,5
129,110,21
90,83,15
104,56,13
108,9,9
114,34,12
145,131,21
144,131,24
149,85,37
113,85,10
123,65,19
117,66,13
117,100,14
105,89,17
93,74,12
124,48,11
105,32,9
146,121,42
110,81,11
104,92,12
86,64,6
132,32,16
158,133,83
178,131,2
136,87,13
116,64,9
119,91,12
104,99,30
91,26,15
90,6,14
101,30,10
134,123,25
131,26,16
119,85,6
91,77,14
141,10,34
133,47,11
134,109,16
141,13,27
130,122,47
132,22,24
116,85,9
132,120,19
111,48,18
129,52,17
153,49,51
111,56,12
137,51,21
170,112,29
173,113,6
150,27,28
129,42,14
115,24,9
100,41,10
127,19,23
145,96,18
122,16,12
150,94,33
60,19,9
61,6,6
41,36,11
58,25,8
75,53,7
74,54,4
98,62,10
86,46,7
102,27,7
101,27,13
107,70,11
104,78,10
102,44,8
104,9,14
123,113,11
110,87,7
117,20,15
111,100,8
107,95,12
109,89,10
111,102,11
105,41,5
107,56,9
108,12,17
116,77,15
148,82,32
94,45,5
114,65,12
151,96,44
89,6,18
117,25,14
115,109,38
116,99,18
133,91,17
149,58,33
107,22,11
147,74,32
147,78,32
106,41,11
83,72,9
121,89,8
138,60,12
129,18,22
131,112,21
72,70,42
169,90,24
114,25,5
140,95,14
171,100,8
116,92,11
117,6,35
104,72,11
146,130,29
149,132,45
171,72,8
56,46,9
142,69,13
177,41,3
151,88,43
172,112,10
179,28,5
67,12,7
48,9,9
50,49,36
77,42,8
74,46,6
141,45,23
113,34,11
113,72,14
146,66,28
95,9,7
79,70,7
126,78,10
170,88,14
133,73,12
176,138,5
179,153,6
181,153,1
177,144,7
132,52,16
138,122,27
81,16,5
78,65,8
143,40,19
128,76,13
126,108,21
133,118,23
83,78,15
82,74,6
95,19,12
180,160,8
181,19,1
183,163,1
183,162,1
181,20,3
180,159,10
184,179,4
139,43,31
37,3,5
40,38,20
51,8,6
53,4,15
50,4,10
140,67,17
81,33,7
120,76,12
127,64,11
145,105,25
152,141,64
145,80,24
139,84,19
141,62,23
137,92,10
143,88,19
124,18,20
143,100,25
135,114,24
136,116,17
148,40,34
113,106,26
149,17,40
132,10,24
121,59,7
124,34,10
154,10,58
178,149,11
64,61,24
59,4,19
59,3,14
143,26,28
149,39,39
132,97,15
88,75,14
100,37,7
70,61,6
83,54,4
140,127,25
138,116,18
47,33,11
26,21,2
36,33,13
118,81,8
49,35,5
78,33,5
115,83,12
112,14,20
86,25,9
131,119,11
132,12,18
103,18,8
104,48,9
120,112,22
129,8,27
99,75,7
113,65,10
119,20,14
117,41,6
126,105,16
61,13,3
91,64,11
51,6,7
115,41,13
122,56,8
136,92,14
143,85,29
109,60,10
116,44,9
130,44,13
122,53,14
100,9,10
141,115,23
128,72,11
121,45,11
144,49,23
116,94,19
139,46,18
153,22,41
141,21,19
176,43,2
136,113,27
136,120,21
121,114,30
129,115,18
99,68,8
65,55,5
146,95,29
103,82,9
100,26,14
99,10,6
107,28,12
105,86,13
111,52,14
141,86,22
103,31,10
101,60,7
98,65,10
98,31,8
149,137,31
108,39,9
79,16,7
115,98,19
91,10,8
117,10,8
146,14,26
130,60,19
128,31,10
116,61,12
174,39,15
147,109,32
131,52,24
113,41,11
142,112,29
178,43,2
137,127,28
122,73,14
103,22,10
96,25,9
87,85,43
144,75,29
111,39,12
110,77,18
113,73,10
109,78,10
108,21,13
153,20,43
137,80,20
182,15,2
181,21,3
182,159,1
128,108,20
110,57,8
126,109,20
89,46,7
93,45,7
100,47,7
97,40,6
106,21,8
119,11,11
127,12,8
96,66,8
99,34,11
95,56,8
109,15,17
109,100,13
97,73,9
129,11,18
91,23,6
88,51,11
103,87,16
98,70,7
91,66,7
115,13,18
100,64,7
103,79,6
134,28,12
132,36,29
134,30,17
121,112,20
124,94,11
119,86,10
127,92,24
156,20,66
134,8,32
110,10,16
113,103,14
113,99,18
120,92,21
120,28,9
136,11,13
131,44,17
132,31,15
107,75,8
114,79,10
134,103,23
151,24,43
131,47,15
143,133,33
111,98,14
105,8,19
132,89,15
79,67,13
89,73,10
97,19,7
130,79,10
122,85,18
106,40,5
120,57,8
140,54,26
123,45,11
144,55,18
117,105,10
109,47,8
84,16,9
88,18,6
86,68,11
83,12,9
88,26,9
83,69,9
81,20,5
89,85,29
85,74,7
81,18,7
81,69,7
84,69,6
84,15,7
116,62,11
133,78,10
109,31,12
146,97,20
175,81,1
171,93,4
172,57,7
180,72,1
172,70,4
130,14,20
111,69,9
59,38,5
116,74,13
116,76,11
146,36,30
60,15,7
53,13,6
128,48,20
134,107,21
107,43,7
139,120,26
136,16,19
128,49,18
113,51,11
107,10,11
136,57,14
84,71,11
105,7,18
92,53,6
125,52,19
98,25,10
142,73,30
71,21,4
115,51,10
118,70,8
80,75,9
139,92,17
140,75,21
134,68,13
81,8,8
79,74,11
75,6,8
80,5,20
119,48,16
121,80,18
53,49,5
118,10,10
58,5,7
119,31,16
140,89,17
142,85,26
145,110,30
140,62,22
103,83,8
99,84,12
108,101,22
106,94,12
132,21,23
136,29,23
135,32,13
84,13,7
98,28,8
81,36,6
130,46,14
141,122,25
139,13,16
125,19,15
121,9,19
70,44,10
108,24,12
146,70,25
141,73,18
145,73,26
118,87,6
105,93,15
103,78,8
88,52,8
132,56,18
78,66,8
126,47,20
103,41,6
82,14,7
87,59,9
71,10,7
79,65,8
74,70,26
135,63,18
148,46,30
73,5,13
73,66,8
137,93,16
140,64,22
126,74,14
172,113,9
172,78,4
172,92,9
104,82,9
151,66,41
